blocks_file,start,dur,rest,mult_problemB,mult_options,stim_trial,mult_stim,type,ProblemSize,InterferenceLH,InterferenceLevel,mult_type,corrRESP,blocks_set.thisRepN,blocks_set.thisTrialN,blocks_set.thisN,blocks_set.thisIndex,TRIALS.thisRepN,TRIALS.thisTrialN,TRIALS.thisN,TRIALS.thisIndex,timer_loop.thisRepN,timer_loop.thisTrialN,timer_loop.thisN,timer_loop.thisIndex,WAIT_TEXT.started,WAIT_TEXT.stopped,scan_start_trigger.keys,scan_start_trigger.rt,scan_start_trigger.started,scan_start_trigger.stopped,MAIN_SCREEN.started,MAIN_SCREEN.stopped,Block_Text.started,Block_Text.stopped,asterisk500ms.started,asterisk500ms.stopped,mult_question_text.started,mult_question_text.stopped,equal_text.started,equal_text.stopped,blank250_text.started,blank250_text.stopped,Mult_OPTION.started,Mult_OPTION.stopped,Mult_YN.started,Mult_YN.stopped,Mult_Resp.keys,Mult_Resp.corr,Mult_Resp.rt,Mult_Resp.started,Mult_Resp.stopped,Strategy_Q.started,Strategy_Q.stopped,Strategy_Option.started,Strategy_Option.stopped,Strategy_RESP.keys,Strategy_RESP.rt,Strategy_RESP.started,Strategy_RESP.stopped,jitters.started,jitters.stopped,resting_text.started,resting_text.stopped,countdown_timer.started,countdown_timer.stopped,participant,Date of birth (DD/MM/YEAR),gender,Testing Date (DD/MM/YEAR),session,handedness,date,expName,psychopyVersion,frameRate
block1.xlsx,124.2,7.5,5.7,5 x 8,40,21,5 x 8 = 40,large-sized_high-interference,large-sized,high-interference,9,CorrectRESP,a,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,188.4442792609998,None,188.93961331399987,None,190.94767086399997,None,191.69788431899997,None,191.94993057600004,None,191.94993057600004,None,d,0,0.6778970210002626,191.94993057600004,None,192.64727057599976,None,192.64727057599976,None,d,0.3885609150001983,192.64727057599976,None,193.0645349,None,,,,,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,137.4,7.5,11.2,7 x 3,24,11,7 x 3 = 24,small-sized_high-interference,small-sized,high-interference,13,IncorrectRESP,d,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,198.7641156599998,None,199.26390176199993,None,201.26427481500014,None,202.0142703450001,None,202.26412279399983,None,202.26412279399983,None,a,0,0.8997261029999208,202.26412279399983,None,203.18067499300014,None,203.18067499300014,None,d,0.43112044999998034,203.18067499300014,None,203.63034964000008,None,,,,,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,156.1,7.5,6.9,5 x 6,30,14,5 x 6 = 30,large-sized_low-interference,large-sized,low-interference,6,CorrectRESP,a,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,214.8305011,None,215.3305594039998,None,217.33073980300014,None,218.08093038700008,None,218.33108102899996,None,218.33108102899996,None,d,0,0.7607329060001575,218.33108102899996,None,219.11378442099976,None,219.11378442099976,None,d,0.3619590779999271,219.11378442099976,None,219.49712925699987,None,,,,,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,170.5,7.5,2.4,6 x 2,10,6,6 x 2 = 10,small-sized_low-interference,small-sized,low-interference,3,IncorrectRESP,d,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,226.3975212350001,None,226.89790674300002,None,228.8978374180001,None,229.64768162400014,None,229.89851550799995,None,229.89851550799995,None,a,0,1.009266210000078,229.89851550799995,None,230.93042719599998,None,230.93042719599998,None,d,0.5053973979997863,230.93042719599998,None,231.4642196,None,,,,,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,180.4,7.5,4.6,4 x 9,36,20,4 x 9 = 36,large-sized_high-interference,large-sized,high-interference,9,CorrectRESP,a,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,233.86409319699987,None,234.36405683199973,None,236.36412611700007,None,237.1143475519998,None,237.36408292199985,None,237.36408292199985,None,d,0,1.0397611770004005,237.36408292199985,None,238.43032302599977,None,238.43032302599977,None,d,0.293413621,238.43032302599977,None,238.7470167209999,None,,,,,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,192.5,7.5,9,7 x 5,40,17,7 x 5 = 40,large-sized_low-interference,large-sized,low-interference,7,IncorrectRESP,d,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,243.34742749099996,None,243.84711462099995,None,245.84768737600007,None,246.59744369100008,None,246.84755759900008,None,246.84755759900008,None,a,0,0.8281400420000864,246.84755759900008,None,247.69704437099972,None,247.69704437099972,None,d,0.3467210809999415,247.69704437099972,None,248.0636404359998,None,,,,,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,209,7.5,5.8,6 x 3,18,7,6 x 3 = 18,small-sized_high-interference,small-sized,high-interference,8,CorrectRESP,a,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,257.0644820849998,None,257.5647193,None,259.5645116,None,260.3145342449998,None,260.5644294,None,260.5644294,None,a,1,1.2553827349997846,260.5644294,None,261.84785085700014,None,261.84785085700014,None,d,0.3239149539999744,261.84785085700014,None,262.19733605700003,None,,,,,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,222.3,7.5,2.9,7 x 6,48,23,7 x 6 = 48,large-sized_high-interference,large-sized,high-interference,22,IncorrectRESP,d,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,267.99745232199984,None,268.4973875380001,None,270.49759693099986,None,271.2474967959997,None,271.4974916279998,None,271.4974916279998,None,a,0,1.0182326409999405,271.4974916279998,None,272.5479566,None,272.5479566,None,d,0.575741431,272.5479566,None,273.14702214399995,None,,,,,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,232.7,7.5,6.9,9 x 5,45,15,9 x 5 = 45,large-sized_low-interference,large-sized,low-interference,6,CorrectRESP,a,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,276.0475210479999,None,276.54744474400013,None,278.5474917759998,None,279.2973935509999,None,279.5475300379999,None,279.5475300379999,None,d,0,1.192223240000203,279.5475300379999,None,280.76364495100006,None,280.76364495100006,None,d,0.39215188799971656,280.76364495100006,None,281.1805854,None,,,,,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,247.1,7.5,2.5,4 x 4,20,4,4 x 4 = 20,small-sized_low-interference,small-sized,low-interference,5,IncorrectRESP,d,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,288.0809094450001,None,288.58073365400014,None,290.5809649319999,None,291.3284065990001,None,291.5820279700001,None,291.5820279700001,None,a,0,0.8696897979998539,291.5820279700001,None,292.4813028620001,None,292.4813028620001,None,d,0.47451684599991495,292.4813028620001,None,292.9808839739999,None,,,,,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,257.1,7.5,3.7,9 x 3,27,19,9 x 3 = 27,large-sized_high-interference,large-sized,high-interference,9,CorrectRESP,a,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,295.4811742900001,None,295.98110768200013,None,297.98111151600006,None,298.73131535599987,None,298.9834560539998,None,298.9834560539998,None,d,0,0.5482515670000794,298.9834560539998,None,299.56419783399997,None,299.56419783399997,None,d,0.3675116990002607,299.56419783399997,None,299.9644684159998,None,,,,,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,268.3,7.5,3.5,4 x 5,20,8,4 x 5 = 20,small-sized_high-interference,small-sized,high-interference,8,CorrectRESP,a,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,303.66426400499995,None,304.1636872439999,None,306.16433677099985,None,306.91423382799985,None,307.16429976100017,None,307.16429976100017,None,d,0,0.7353530130003492,307.16429976100017,None,307.9307593929998,None,307.9307593929998,None,d,0.2890708680001808,307.9307593929998,None,308.2474347,None,,,,,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,279.3,7.5,11.6,9 x 9,72,16,9 x 9 = 72,large-sized_low-interference,large-sized,low-interference,6,IncorrectRESP,d,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,311.7472881399999,None,312.2473491,None,314.2474153379999,None,314.9973495700001,None,315.2474767839999,None,315.2474767839999,None,a,0,0.7323531029996957,315.2474767839999,None,315.9971729879999,None,315.9971729879999,None,d,0.34254941900007907,315.9971729879999,None,316.36403559200016,None,,,,,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,298.4,7.5,12.8,3 x 8,21,12,3 x 8 = 21,small-sized_high-interference,small-sized,high-interference,13,IncorrectRESP,d,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,327.96141569099973,None,328.4558550030001,None,330.46451046799984,None,331.2145008560001,None,331.4632993109999,None,331.4632993109999,None,a,0,1.1644956139998612,331.4632993109999,None,332.64719905799984,None,332.64719905799984,None,d,0.4205170260001978,332.64719905799984,None,333.09781896000004,None,,,,,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,318.7,7.5,8.8,8 x 2,18,5,8 x 2 = 18,small-sized_low-interference,small-sized,low-interference,7,IncorrectRESP,d,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,345.89758419500004,None,346.39870104700003,None,348.4140475549998,None,349.16410380499974,None,349.4139982,None,349.4139982,None,a,0,1.3577880190000542,349.4139982,None,350.7971027909998,None,350.7971027909998,None,d,0.30261246800000663,350.7971027909998,None,351.13061951400005,None,,,,,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.9332543,None,359.9332543,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.950389,None,360.950389,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.9445408299998,None,361.9445408299998,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.94943534000004,None,362.94943534000004,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.94974935499977,None,363.94974935499977,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.96206657799985,None,364.96206657799985,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.9495330999998,None,365.9495330999998,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.9492825399998,None,366.9492825399998,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.94888769599993,None,367.94888769599993,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.9497303,None,368.9497303,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.9493180129998,None,369.9493180129998,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.94723134900005,None,370.94723134900005,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.94735368400006,None,371.94735368400006,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.94785826299994,None,372.94785826299994,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.9478501,None,373.9478501,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.9479110550001,None,374.9479110550001,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.9476136640001,None,375.9476136640001,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.9473119,None,376.9473119,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.94614823899974,None,377.94614823899974,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.9480322559998,None,378.9480322559998,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.94719159199985,None,379.94719159199985,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.9469018320001,None,380.9469018320001,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.94748132799987,None,381.94748132799987,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.94716238399997,None,382.94716238399997,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.94750486099974,None,383.94750486099974,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.94755790599993,None,384.94755790599993,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.94728395799984,None,385.94728395799984,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.9474757090002,None,386.9474757090002,None,sub-07,06/10/2001,1: Male,21/09/2023,001,1: right,2023_Sep_21_1802,[FINAL]_fmri_multiplication,2021.2.3,60.03561168403355
