blocks_file,start,dur,rest,mult_problemB,mult_options,stim_trial,mult_stim,type,ProblemSize,InterferenceLH,InterferenceLevel,mult_type,corrRESP,blocks_set.thisRepN,blocks_set.thisTrialN,blocks_set.thisN,blocks_set.thisIndex,TRIALS.thisRepN,TRIALS.thisTrialN,TRIALS.thisN,TRIALS.thisIndex,timer_loop.thisRepN,timer_loop.thisTrialN,timer_loop.thisN,timer_loop.thisIndex,WAIT_TEXT.started,WAIT_TEXT.stopped,scan_start_trigger.keys,scan_start_trigger.rt,scan_start_trigger.started,scan_start_trigger.stopped,MAIN_SCREEN.started,MAIN_SCREEN.stopped,Block_Text.started,Block_Text.stopped,asterisk500ms.started,asterisk500ms.stopped,mult_question_text.started,mult_question_text.stopped,equal_text.started,equal_text.stopped,blank250_text.started,blank250_text.stopped,Mult_OPTION.started,Mult_OPTION.stopped,Mult_YN.started,Mult_YN.stopped,Mult_Resp.keys,Mult_Resp.corr,Mult_Resp.rt,Mult_Resp.started,Mult_Resp.stopped,Strategy_Q.started,Strategy_Q.stopped,Strategy_Option.started,Strategy_Option.stopped,Strategy_RESP.keys,Strategy_RESP.rt,Strategy_RESP.started,Strategy_RESP.stopped,jitters.started,jitters.stopped,resting_text.started,resting_text.stopped,countdown_timer.started,countdown_timer.stopped,participant,Date of birth (DD/MM/YEAR),gender,Testing Date (DD/MM/YEAR),session,handedness,date,expName,psychopyVersion,frameRate
block1.xlsx,124.2,7.5,5.7,5 x 8,40,21,5 x 8 = 40,large-sized_high-interference,large-sized,high-interference,9,CorrectRESP,a,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,224.15818204899915,None,224.65816784300114,None,226.6578392529991,None,227.40830783500132,None,227.6595324930022,None,227.6595324930022,None,d,0,0.7735120940014895,227.6595324930022,None,228.45781760300088,None,228.45781760300088,None,d,0.39117096300105914,228.45781760300088,None,228.87401626599967,None,,,,,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,137.4,7.5,11.2,7 x 3,24,11,7 x 3 = 24,small-sized_high-interference,small-sized,high-interference,13,IncorrectRESP,d,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,234.57500970000183,None,235.0750793449988,None,237.07518247400003,None,237.82147027199971,None,238.0671213909991,None,238.0671213909991,None,a,0,0.8378925309989427,238.0671213909991,None,238.92629943000065,None,238.92629943000065,None,d,0.7627908659997047,238.92629943000065,None,239.7080953850018,None,,,,,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,156.1,7.5,6.9,5 x 6,30,14,5 x 6 = 30,large-sized_low-interference,large-sized,low-interference,6,CorrectRESP,a,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,250.90885390599942,None,251.4082586930017,None,253.4082115,None,254.15833748600198,None,254.4084489630004,None,254.4084489630004,None,d,0,1.624605534998409,254.4084489630004,None,256.0578144659994,None,256.0578144659994,None,d,0.583347057,256.0578144659994,None,256.6577478629988,None,,,,,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,170.5,7.5,2.4,6 x 2,10,6,6 x 2 = 10,small-sized_low-interference,small-sized,low-interference,3,IncorrectRESP,d,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,263.55751944499934,None,264.0577835699987,None,266.05810019099954,None,266.8082623170012,None,267.0585664620012,None,267.0585664620012,None,a,0,0.870516654,267.0585664620012,None,267.95792381700085,None,267.95792381700085,None,d,0.4350371439977607,267.95792381700085,None,268.4245163170017,None,,,,,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,180.4,7.5,4.6,4 x 9,36,20,4 x 9 = 36,large-sized_high-interference,large-sized,high-interference,9,CorrectRESP,a,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,270.8249098660017,None,271.3241323170005,None,273.3254051440017,None,274.0753053890003,None,274.3257564839987,None,274.3257564839987,None,d,0,0.6993525930010946,274.3257564839987,None,275.0421116010002,None,275.0421116010002,None,d,0.34285902000192436,275.0421116010002,None,275.40824617399994,None,,,,,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,192.5,7.5,9,7 x 5,40,17,7 x 5 = 40,large-sized_low-interference,large-sized,low-interference,7,IncorrectRESP,d,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,280.00870712600226,None,280.50800240199897,None,282.50825450699995,None,283.25841035600024,None,283.5078132960007,None,283.5078132960007,None,a,0,1.5491916999999376,283.5078132960007,None,285.07453255200016,None,285.07453255200016,None,d,0.4385430929978611,285.07453255200016,None,285.54168754700004,None,,,,,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,209,7.5,5.8,6 x 3,18,7,6 x 3 = 18,small-sized_high-interference,small-sized,high-interference,8,CorrectRESP,a,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,294.54169357900173,None,295.0419407850022,None,297.04148835199885,None,297.7915538289999,None,298.0413844,None,298.0413844,None,d,0,0.6796728449990042,298.0413844,None,298.74096097200163,None,298.74096097200163,None,d,0.36411662899990915,298.74096097200163,None,299.1244697,None,,,,,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,222.3,7.5,2.9,7 x 6,48,23,7 x 6 = 48,large-sized_high-interference,large-sized,high-interference,22,IncorrectRESP,d,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,304.9246616780001,None,305.4248418,None,307.42514678299995,None,308.1753458130006,None,308.4254919180021,None,308.4254919180021,None,a,0,1.8315464560000692,308.4254919180021,None,310.27483808800025,None,310.27483808800025,None,a,0.4621821600012481,310.27483808800025,None,310.75822571499884,None,,,,,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,232.7,7.5,6.9,9 x 5,45,15,9 x 5 = 45,large-sized_low-interference,large-sized,low-interference,6,CorrectRESP,a,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,313.6577037320021,None,314.15858296100123,None,316.15882192700155,None,316.9083129,None,317.15951852500075,None,317.15951852500075,None,d,0,0.8014414520002902,317.15951852500075,None,317.9911534,None,317.9911534,None,d,0.282002204,317.9911534,None,318.29109459499887,None,,,,,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,247.1,7.5,2.5,4 x 4,20,4,4 x 4 = 20,small-sized_low-interference,small-sized,low-interference,5,IncorrectRESP,d,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,325.1916589620014,None,325.6913201489988,None,327.6915805110002,None,328.4416031260007,None,328.6913833840008,None,328.6913833840008,None,a,0,1.309581817000435,328.6913833840008,None,330.02451084600034,None,330.02451084600034,None,d,0.5045134840001992,330.02451084600034,None,330.5582953,None,,,,,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,257.1,7.5,3.7,9 x 3,27,19,9 x 3 = 27,large-sized_high-interference,large-sized,high-interference,9,CorrectRESP,a,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,333.0578114790005,None,333.55839660100173,None,335.55825989500227,None,336.30732381800044,None,336.5582952779987,None,336.5582952779987,None,a,1,1.1387765360013873,336.5582952779987,None,337.72442737299934,None,337.72442737299934,None,d,0.5726442400009546,337.72442737299934,None,338.3249611,None,,,,,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,268.3,7.5,3.5,4 x 5,20,8,4 x 5 = 20,small-sized_high-interference,small-sized,high-interference,8,CorrectRESP,a,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,342.02514476000215,None,342.5257929,None,344.525246,None,345.2751349530008,None,345.5395374100008,None,345.5395374100008,None,a,1,1.229567237001902,345.5395374100008,None,346.79134084399993,None,346.79134084399993,None,d,0.6817228920008347,346.79134084399993,None,347.49141957699976,None,,,,,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,279.3,7.5,11.6,9 x 9,72,16,9 x 9 = 72,large-sized_low-interference,large-sized,low-interference,6,IncorrectRESP,d,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,350.9920044470018,None,351.4914942739997,None,353.49167339500127,None,354.2417376070007,None,354.4911677570017,None,354.4911677570017,None,a,0,1.4938021580019267,354.4911677570017,None,356.0079676810019,None,356.0079676810019,None,d,0.40098808399852715,356.0079676810019,None,356.44157159300084,None,,,,,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,298.4,7.5,12.8,3 x 8,21,12,3 x 8 = 21,small-sized_high-interference,small-sized,high-interference,13,IncorrectRESP,d,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,368.0411215080021,None,368.5416878920005,None,370.5415741850011,None,371.2911231649996,None,371.5421223,None,371.5421223,None,a,0,0.8028433689978556,371.5421223,None,372.37472979200174,None,372.37472979200174,None,d,0.3223428649980633,372.37472979200174,None,372.7249291,None,,,,,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,318.7,7.5,8.8,8 x 2,18,5,8 x 2 = 18,small-sized_low-interference,small-sized,low-interference,7,IncorrectRESP,d,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,385.5247619210022,None,386.02522071800195,None,388.02503211600197,None,388.77496286600217,None,389.02495095500126,None,389.02495095500126,None,a,0,0.7999684840033296,389.02495095500126,None,389.84155771299993,None,389.84155771299993,None,d,0.2875223989976803,389.84155771299993,None,390.15817645399875,None,,,,,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.9607002550001,None,398.9607002550001,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.9772820770013,None,399.9772820770013,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.97738774699974,None,400.97738774699974,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.9761767090022,None,401.9761767090022,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.97632852899915,None,402.97632852899915,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.9771668370013,None,403.9771668370013,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.9773304190021,None,404.9773304190021,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.97519511200153,None,405.97519511200153,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.9751827860018,None,406.9751827860018,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.97700486599933,None,407.97700486599933,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.97521174600115,None,408.97521174600115,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.97519825400013,None,409.97519825400013,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.98915559099987,None,410.98915559099987,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.9759543680011,None,411.9759543680011,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.9757845060012,None,412.9757845060012,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.97686937600156,None,413.97686937600156,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.9760028160017,None,414.9760028160017,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.9752619050014,None,415.9752619050014,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.9756011130012,None,416.9756011130012,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.9778427929996,None,417.9778427929996,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.9755075050016,None,418.9755075050016,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.97668800500105,None,419.97668800500105,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.9753953729996,None,420.9753953729996,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.9751719929991,None,421.9751719929991,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.97495607400197,None,422.97495607400197,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.9750418370022,None,423.9750418370022,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.9747038220012,None,424.9747038220012,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9749647360004,None,425.9749647360004,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
block1.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.9747744140004,None,426.9747744140004,None,sub-11,06/12/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1333,[FINAL]_fmri_multiplication,2021.2.3,60.0668164
